090430032U-4B,4BIS,Avenue Foncirgue,09600,La Bastide-sur-l'Hers,OSM,42.954773,1.908391
092251780C-2,2,Rue du Général Pédoya,09100,Pamiers,C+O,43.107266,1.621643
092251780C-2B,2BIS,Rue du Général Pédoya,09100,Pamiers,C+O,43.107139,1.621224
092251780C-3,3,Rue du Général Pédoya,09100,Pamiers,C+O,43.107297,1.621576
092251780C-3B,3BIS,Rue du Général Pédoya,09100,Pamiers,C+O,43.107356,1.621951
092251780C-4,4,Rue du Général Pédoya,09100,Pamiers,C+O,43.107301,1.621868
092251787K-10,10,Impasse des Genêts,09100,Pamiers,C+O,43.119445,1.623755
092251787K-1,1,Impasse des Genêts,09100,Pamiers,C+O,43.118895,1.623800
092251787K-12,12,Impasse des Genêts,09100,Pamiers,C+O,43.119715,1.624103
092251787K-12A,12A,Impasse des Genêts,09100,Pamiers,C+O,43.119721,1.624079
092251787K-14,14,Impasse des Genêts,09100,Pamiers,C+O,43.120146,1.623854
092251787K-4,4,Impasse des Genêts,09100,Pamiers,C+O,43.119085,1.623801
092251787K-5,5,Impasse des Genêts,09100,Pamiers,C+O,43.119521,1.623701
092251787K-6,6,Impasse des Genêts,09100,Pamiers,C+O,43.119289,1.624397
092251787K-7,7,Impasse des Genêts,09100,Pamiers,C+O,43.119695,1.623723
092251787K-8,8,Impasse des Genêts,09100,Pamiers,C+O,43.119299,1.624311
092251788L-14,14,Impasse de la Gentiane,09100,Pamiers,C+O,43.120726,1.606840
092251792R-10,10,Rue Georges Bizet,09100,Pamiers,C+O,43.119670,1.607442
092251792R-1,1,Rue Georges Bizet,09100,Pamiers,C+O,43.119121,1.605651
092251792R-12,12,Rue Georges Bizet,09100,Pamiers,C+O,43.119427,1.606711
092251792R-12B,12BIS,Rue Georges Bizet,09100,Pamiers,C+O,43.119373,1.606550
092251792R-15,15,Rue Georges Bizet,09100,Pamiers,C+O,43.119661,1.607315
092251792R-17,17,Rue Georges Bizet,09100,Pamiers,C+O,43.119805,1.607745
092251792R-19,19,Rue Georges Bizet,09100,Pamiers,C+O,43.119869,1.607940
092251792R-2,2,Rue Georges Bizet,09100,Pamiers,C+O,43.119801,1.607888
092251792R-24,24,Rue Georges Bizet,09100,Pamiers,C+O,43.118946,1.605344
092251792R-3,3,Rue Georges Bizet,09100,Pamiers,C+O,43.119201,1.605857
092251792R-4,4,Rue Georges Bizet,09100,Pamiers,C+O,43.119761,1.607722
092251792R-5,5,Rue Georges Bizet,09100,Pamiers,C+O,43.119259,1.606022
092251792R-6,6,Rue Georges Bizet,09100,Pamiers,C+O,43.119731,1.607631
092251792R-7,7,Rue Georges Bizet,09100,Pamiers,C+O,43.119288,1.606124
092251792R-7B,7BIS,Rue Georges Bizet,09100,Pamiers,C+O,43.119280,1.606090
092251792R-8,8,Rue Georges Bizet,09100,Pamiers,C+O,43.119699,1.607532
092251792R-9,9,Rue Georges Bizet,09100,Pamiers,C+O,43.119336,1.606250
092251800Z-1,1,Impasse du Gers,09100,Pamiers,C+O,43.121739,1.614460
092251800Z-2,2,Impasse du Gers,09100,Pamiers,C+O,43.121742,1.614563
092251800Z-3,3,Impasse du Gers,09100,Pamiers,C+O,43.121928,1.614520
092251800Z-4,4,Impasse du Gers,09100,Pamiers,C+O,43.121892,1.614609
092251800Z-5,5,Impasse du Gers,09100,Pamiers,C+O,43.122121,1.614599
092251829F-1,1,Rue de la Gloire,09100,Pamiers,C+O,43.112007,1.614399
092251829F-1B,1BIS,Rue de la Gloire,09100,Pamiers,C+O,43.111803,1.614821
092251829F-3,3,Rue de la Gloire,09100,Pamiers,C+O,43.111709,1.615015
092251829F-4,4,Rue de la Gloire,09100,Pamiers,C+O,43.111780,1.614964
092251829F-5,5,Rue de la Gloire,09100,Pamiers,C+O,43.111650,1.615138
092251829F-6,6,Rue de la Gloire,09100,Pamiers,C+O,43.111665,1.615221
092251830G-11,11,Chemin de la Gloire,09100,Pamiers,C+O,43.111292,1.615508
092251830G-1,1,Chemin de la Gloire,09100,Pamiers,C+O,43.110505,1.615064
092251830G-13,13,Chemin de la Gloire,09100,Pamiers,C+O,43.111524,1.615546
092251830G-15,15,Chemin de la Gloire,09100,Pamiers,C+O,43.111657,1.615688
092251830G-17,17,Chemin de la Gloire,09100,Pamiers,C+O,43.111823,1.615885
092251830G-2,2,Chemin de la Gloire,09100,Pamiers,C+O,43.111580,1.615516
092251830G-3,3,Chemin de la Gloire,09100,Pamiers,C+O,43.110617,1.615110
092251830G-4,4,Chemin de la Gloire,09100,Pamiers,C+O,43.112273,1.616460
092251830G-4B,4BIS,Chemin de la Gloire,09100,Pamiers,C+O,43.112439,1.616617
092251830G-5,5,Chemin de la Gloire,09100,Pamiers,C+O,43.110981,1.615318
092251830G-7,7,Chemin de la Gloire,09100,Pamiers,C+O,43.111178,1.615481
092251830G-9,9,Chemin de la Gloire,09100,Pamiers,C+O,43.111206,1.615495
092251846Z-11,11,Chemin des Glycines,09100,Pamiers,C+O,43.102226,1.626159
092251846Z-1,1,Chemin des Glycines,09100,Pamiers,C+O,43.102464,1.625126
092251846Z-13,13,Chemin des Glycines,09100,Pamiers,C+O,43.102181,1.626303
092251846Z-15,15,Chemin des Glycines,09100,Pamiers,C+O,43.102069,1.626611
092251846Z-17,17,Chemin des Glycines,09100,Pamiers,C+O,43.102002,1.626751
092251846Z-17T,17TER,Chemin des Glycines,09100,Pamiers,C+O,43.101778,1.627111
092251846Z-19,19,Chemin des Glycines,09100,Pamiers,C+O,43.101711,1.627235
092251846Z-2,2,Chemin des Glycines,09100,Pamiers,C+O,43.102216,1.625946
092251846Z-3,3,Chemin des Glycines,09100,Pamiers,C+O,43.102452,1.625230
092251846Z-4,4,Chemin des Glycines,09100,Pamiers,C+O,43.101940,1.626701
092251846Z-5,5,Chemin des Glycines,09100,Pamiers,C+O,43.102406,1.625510
092251846Z-9,9,Chemin des Glycines,09100,Pamiers,C+O,43.102266,1.626031
092251870A-10,10,Rue Goudouly,09100,Pamiers,C+O,43.111762,1.610957
092251870A-11,11,Rue Goudouly,09100,Pamiers,C+O,43.111634,1.610829
092251870A-1,1,Rue Goudouly,09100,Pamiers,C+O,43.111300,1.610612
092251870A-13,13,Rue Goudouly,09100,Pamiers,C+O,43.111688,1.610864
092251870A-15,15,Rue Goudouly,09100,Pamiers,C+O,43.111735,1.610894
092251870A-17,17,Rue Goudouly,09100,Pamiers,C+O,43.111870,1.610933
092251870A-2,2,Rue Goudouly,09100,Pamiers,C+O,43.111437,1.610757
092251870A-3,3,Rue Goudouly,09100,Pamiers,C+O,43.111466,1.610720
092251870A-4,4,Rue Goudouly,09100,Pamiers,C+O,43.111541,1.610823
092251870A-4B,4BIS,Rue Goudouly,09100,Pamiers,C+O,43.111556,1.610950
092251870A-4T,4TER,Rue Goudouly,09100,Pamiers,C+O,43.111584,1.610977
092251870A-5,5,Rue Goudouly,09100,Pamiers,C+O,43.111525,1.610758
092251870A-6,6,Rue Goudouly,09100,Pamiers,C+O,43.111651,1.610889
092251870A-7,7,Rue Goudouly,09100,Pamiers,C+O,43.111557,1.610779
092251870A-8,8,Rue Goudouly,09100,Pamiers,C+O,43.111705,1.610922
092251870A-9,9,Rue Goudouly,09100,Pamiers,C+O,43.111591,1.610801
092251880L-10,10,Chemin de Gratelauze,09100,Pamiers,C+O,43.109553,1.608812
092251880L-11,11,Chemin de Gratelauze,09100,Pamiers,C+O,43.109621,1.608521
092251880L-11B,11BIS,Chemin de Gratelauze,09100,Pamiers,C+O,43.109593,1.608599
092251880L-1,1,Chemin de Gratelauze,09100,Pamiers,C+O,43.109326,1.609292
092251880L-12,12,Chemin de Gratelauze,09100,Pamiers,C+O,43.109604,1.608696
092251880L-13,13,Chemin de Gratelauze,09100,Pamiers,C+O,43.109672,1.608338
092251880L-13A,13A,Chemin de Gratelauze,09100,Pamiers,C+O,43.109641,1.608479
092251880L-16,16,Chemin de Gratelauze,09100,Pamiers,C+O,43.109704,1.608421
092251880L-2,2,Chemin de Gratelauze,09100,Pamiers,C+O,43.109230,1.609783
092251880L-2A,2A,Chemin de Gratelauze,09100,Pamiers,C+O,43.109216,1.609826
092251880L-2B,2B,Chemin de Gratelauze,09100,Pamiers,C+O,43.109198,1.609881
092251880L-4,4,Chemin de Gratelauze,09100,Pamiers,C+O,43.109262,1.609688
092251880L-5,5,Chemin de Gratelauze,09100,Pamiers,C+O,43.109417,1.609040
092251880L-6,6,Chemin de Gratelauze,09100,Pamiers,C+O,43.109339,1.609463
092251880L-7,7,Chemin de Gratelauze,09100,Pamiers,C+O,43.109517,1.608766
092251880L-8,8,Chemin de Gratelauze,09100,Pamiers,C+O,43.109451,1.609093
092251880L-8A,8A,Chemin de Gratelauze,09100,Pamiers,C+O,43.109524,1.608914
092251880L-8B,8B,Chemin de Gratelauze,09100,Pamiers,C+O,43.109392,1.609281
092251880L-8T,8T,Chemin de Gratelauze,09100,Pamiers,C+O,43.109526,1.609391
092251880L-9,9,Chemin de Gratelauze,09100,Pamiers,C+O,43.109557,1.608655
092251920E-10,10,Impasse du Guet,09100,Pamiers,CAD,43.116153,1.625234
092251920E-12,12,Impasse du Guet,09100,Pamiers,CAD,43.116105,1.625348
092251920E-2,2,Impasse du Guet,09100,Pamiers,CAD,43.116249,1.625974
092251920E-4,4,Impasse du Guet,09100,Pamiers,CAD,43.116229,1.625826
092251920E-6,6,Impasse du Guet,09100,Pamiers,CAD,43.116197,1.625596
092251920E-8,8,Impasse du Guet,09100,Pamiers,CAD,43.116163,1.625304
092251925K-11,11,Rue Hélène Boucher,09100,Pamiers,C+O,43.121376,1.622880
092251925K-1,1,Rue Hélène Boucher,09100,Pamiers,C+O,43.121436,1.621315
092251925K-13,13,Rue Hélène Boucher,09100,Pamiers,C+O,43.121440,1.623292
092251925K-17,17,Rue Hélène Boucher,09100,Pamiers,C+O,43.121499,1.623719
092251925K-19,19,Rue Hélène Boucher,09100,Pamiers,C+O,43.121546,1.624020
092251925K-21,21,Rue Hélène Boucher,09100,Pamiers,C+O,43.121808,1.624769
092251925K-23,23,Rue Hélène Boucher,09100,Pamiers,C+O,43.121787,1.625282
092251925K-3,3,Rue Hélène Boucher,09100,Pamiers,C+O,43.121430,1.621379
092251925K-5,5,Rue Hélène Boucher,09100,Pamiers,C+O,43.121426,1.621452
092251925K-7,7,Rue Hélène Boucher,09100,Pamiers,C+O,43.121444,1.621884
092251925K-9,9,Rue Hélène Boucher,09100,Pamiers,C+O,43.121401,1.622389
092251930R-10,10,Rue Henri Dunant,09100,Pamiers,C+O,43.109305,1.620225
092251930R-1,1,Rue Henri Dunant,09100,Pamiers,C+O,43.109038,1.620195
092251930R-12,12,Rue Henri Dunant,09100,Pamiers,C+O,43.109194,1.620152
092251930R-14,14,Rue Henri Dunant,09100,Pamiers,C+O,43.109124,1.620302
092251930R-15,15,Rue Henri Dunant,09100,Pamiers,C+O,43.109173,1.620395
092251930R-2,2,Rue Henri Dunant,09100,Pamiers,C+O,43.110010,1.620349
092251930R-27,27,Rue Henri Dunant,09100,Pamiers,C+O,43.109580,1.620341
092251930R-29,29,Rue Henri Dunant,09100,Pamiers,C+O,43.109452,1.620489
092251930R-31,31,Rue Henri Dunant,09100,Pamiers,C+O,43.109274,1.620295
092251930R-4,4,Rue Henri Dunant,09100,Pamiers,C+O,43.109849,1.620306
092251930R-6,6,Rue Henri Dunant,09100,Pamiers,C+O,43.109658,1.620278
092251930R-8,8,Rue Henri Dunant,09100,Pamiers,C+O,43.109493,1.620253
092251934V-11,11,Impasse Henri Fabre,09100,Pamiers,CAD,43.127387,1.625828
092251934V-1,1,Impasse Henri Fabre,09100,Pamiers,CAD,43.126626,1.625927
092251934V-12,12,Impasse Henri Fabre,09100,Pamiers,CAD,43.127502,1.625875
092251934V-15,15,Impasse Henri Fabre,09100,Pamiers,CAD,43.127542,1.625467
092251934V-35,35,Impasse Henri Fabre,09100,Pamiers,CAD,43.126923,1.625955
092251934V-4,4,Impasse Henri Fabre,09100,Pamiers,CAD,43.126874,1.626033
092251934V-6,6,Impasse Henri Fabre,09100,Pamiers,CAD,43.127097,1.625999
092251934V-7,7,Impasse Henri Fabre,09100,Pamiers,CAD,43.127144,1.625631
092251934V-8,8,Impasse Henri Fabre,09100,Pamiers,CAD,43.127242,1.625963
092251934V-8A,8A,Impasse Henri Fabre,09100,Pamiers,CAD,43.127401,1.625959
092251935W-10,10,Rue Henri Fabre,09100,Pamiers,C+O,43.128522,1.626684
092251935W-1,1,Rue Henri Fabre,09100,Pamiers,C+O,43.126698,1.624584
092251935W-12,12,Rue Henri Fabre,09100,Pamiers,C+O,43.129159,1.626551
092251935W-13,13,Rue Henri Fabre,09100,Pamiers,C+O,43.126837,1.627455
092251935W-14,14,Rue Henri Fabre,09100,Pamiers,C+O,43.129420,1.626495
092251935W-21,21,Rue Henri Fabre,09100,Pamiers,C+O,43.128507,1.626567
092251935W-2,2,Rue Henri Fabre,09100,Pamiers,C+O,43.126557,1.627709
092251935W-23,23,Rue Henri Fabre,09100,Pamiers,C+O,43.129552,1.625181
092251935W-25,25,Rue Henri Fabre,09100,Pamiers,C+O,43.129571,1.624545
092251935W-3B,3BIS,Rue Henri Fabre,09100,Pamiers,C+O,43.126563,1.625211
092251935W-5,5,Rue Henri Fabre,09100,Pamiers,C+O,43.126292,1.626273
092251935W-6,6,Rue Henri Fabre,09100,Pamiers,C+O,43.127633,1.627294
092251935W-7,7,Rue Henri Fabre,09100,Pamiers,C+O,43.126316,1.626689
092251940B-10,10,Rue Henri Gonard,09100,Pamiers,C+O,43.120222,1.604539
092251940B-11,11,Rue Henri Gonard,09100,Pamiers,C+O,43.119984,1.603170
092251940B-12,12,Rue Henri Gonard,09100,Pamiers,C+O,43.120258,1.604696
092251940B-13,13,Rue Henri Gonard,09100,Pamiers,C+O,43.120032,1.603383
092251940B-17,17,Rue Henri Gonard,09100,Pamiers,C+O,43.120117,1.603753
092251940B-21,21,Rue Henri Gonard,09100,Pamiers,C+O,43.120229,1.604336
092251940B-2,2,Rue Henri Gonard,09100,Pamiers,C+O,43.119654,1.602027
092251940B-2B,2BIS,Rue Henri Gonard,09100,Pamiers,C+O,43.119706,1.602258
092251940B-4,4,Rue Henri Gonard,09100,Pamiers,C+O,43.119795,1.602647
092251940B-6,6,Rue Henri Gonard,09100,Pamiers,C+O,43.120030,1.603684
092251940B-8,8,Rue Henri Gonard,09100,Pamiers,C+O,43.120143,1.604186
092251940B-9,9,Rue Henri Gonard,09100,Pamiers,C+O,43.119925,1.602911
092251950M-2,2,Place Heros de Resistance,09100,Pamiers,CAD,43.114329,1.611604
092251950M-3,3,Place Heros de Resistance,09100,Pamiers,CAD,43.114287,1.611678
092251950M-4,4,Place Heros de Resistance,09100,Pamiers,CAD,43.114390,1.611825
092251950M-6,6,Place Heros de Resistance,09100,Pamiers,CAD,43.114504,1.611928
092251950M-7,7,Place Heros de Resistance,09100,Pamiers,CAD,43.114593,1.611963
092251960Y-1,1,Place Heros de Roquefixade,09100,Pamiers,CAD,43.119334,1.611144
092251960Y-2,2,Place Heros de Roquefixade,09100,Pamiers,CAD,43.119413,1.611119
092251960Y-3,3,Place Heros de Roquefixade,09100,Pamiers,CAD,43.119487,1.611077
092251960Y-4,4,Place Heros de Roquefixade,09100,Pamiers,CAD,43.119647,1.611077
092251960Y-5,5,Place Heros de Roquefixade,09100,Pamiers,CAD,43.119741,1.611140
092251970J-2,2,Impasse de l'Hers,09100,Pamiers,C+O,43.107577,1.623722
092251970J-4,4,Impasse de l'Hers,09100,Pamiers,C+O,43.107512,1.623939
092251970J-6,6,Impasse de l'Hers,09100,Pamiers,C+O,43.107399,1.624166
092251977S-1,1,Impasse de l'Horte,09100,Pamiers,C+O,43.121139,1.609152
092251977S-3,3,Impasse de l'Horte,09100,Pamiers,C+O,43.121305,1.609190
092251977S-5,5,Impasse de l'Horte,09100,Pamiers,C+O,43.121521,1.609188
092251977S-9,9,Impasse de l'Horte,09100,Pamiers,C+O,43.121884,1.609327
092251979U-1,1,Impasse des Hortensias,09100,Pamiers,C+O,43.111128,1.618521
092251979U-2,2,Impasse des Hortensias,09100,Pamiers,C+O,43.111031,1.618554
092251979U-3,3,Impasse des Hortensias,09100,Pamiers,C+O,43.111277,1.618563
092251979U-4,4,Impasse des Hortensias,09100,Pamiers,C+O,43.111250,1.618616
092251980V-1,1,Rue de l'Hospice,09100,Pamiers,C+O,43.112067,1.609730
092251980V-13,13,Rue de l'Hospice,09100,Pamiers,C+O,43.112113,1.610223
092251980V-16,16,Rue de l'Hospice,09100,Pamiers,C+O,43.112060,1.610248
092251980V-18,18,Rue de l'Hospice,09100,Pamiers,C+O,43.112058,1.610321
092251980V-20,20,Rue de l'Hospice,09100,Pamiers,C+O,43.112044,1.610382
092251980V-7,7,Rue de l'Hospice,09100,Pamiers,C+O,43.112084,1.609925
092251990F-10,10,Rue du 8 Mai 1945,09100,Pamiers,C+O,43.106153,1.624565
092251990F-1,1,Rue du 8 Mai 1945,09100,Pamiers,C+O,43.106131,1.624495
092251990F-12,12,Rue du 8 Mai 1945,09100,Pamiers,C+O,43.106313,1.624641
092251990F-3,3,Rue du 8 Mai 1945,09100,Pamiers,C+O,43.106248,1.624554
092251990F-4,4,Rue du 8 Mai 1945,09100,Pamiers,C+O,43.105938,1.624300
092251990F-6,6,Rue du 8 Mai 1945,09100,Pamiers,C+O,43.105973,1.624460
092251990F-8,8,Rue du 8 Mai 1945,09100,Pamiers,C+O,43.106021,1.624503
092252000S-11,11,Rue de l'Imprimerie,09100,Pamiers,C+O,43.118021,1.609854
092252000S-1,1,Rue de l'Imprimerie,09100,Pamiers,C+O,43.117777,1.609761
092252000S-12,12,Rue de l'Imprimerie,09100,Pamiers,C+O,43.118125,1.609935
092252000S-12A,12A,Rue de l'Imprimerie,09100,Pamiers,C+O,43.118105,1.609929
092252000S-13,13,Rue de l'Imprimerie,09100,Pamiers,C+O,43.118090,1.609873
092252000S-14,14,Rue de l'Imprimerie,09100,Pamiers,C+O,43.118154,1.609944
092252000S-3,3,Rue de l'Imprimerie,09100,Pamiers,C+O,43.117814,1.609776
092252000S-4,4,Rue de l'Imprimerie,09100,Pamiers,C+O,43.117951,1.609883
092252000S-5,5,Rue de l'Imprimerie,09100,Pamiers,C+O,43.117885,1.609804
092252000S-6,6,Rue de l'Imprimerie,09100,Pamiers,C+O,43.118021,1.609906
092252000S-6B,6BIS,Rue de l'Imprimerie,09100,Pamiers,C+O,43.118044,1.609894
092252000S-7,7,Rue de l'Imprimerie,09100,Pamiers,C+O,43.117919,1.609817
092252000S-8,8,Rue de l'Imprimerie,09100,Pamiers,C+O,43.118070,1.609920
092252000S-9,9,Rue de l'Imprimerie,09100,Pamiers,C+O,43.117974,1.609839
092252015H-10,10,Avenue Irénée Cros,09100,Pamiers,C+O,43.110702,1.614016
092252015H-11,11,Avenue Irénée Cros,09100,Pamiers,C+O,43.110633,1.613884
092252015H-1,1,Avenue Irénée Cros,09100,Pamiers,C+O,43.110331,1.614518
092252015H-12,12,Avenue Irénée Cros,09100,Pamiers,C+O,43.110727,1.613964
092252015H-12B,12BIS,Avenue Irénée Cros,09100,Pamiers,C+O,43.110762,1.613890
092252015H-13,13,Avenue Irénée Cros,09100,Pamiers,C+O,43.110654,1.613840
092252015H-14,14,Avenue Irénée Cros,09100,Pamiers,C+O,43.110791,1.613829
092252015H-15,15,Avenue Irénée Cros,09100,Pamiers,C+O,43.110682,1.613781
092252015H-16,16,Avenue Irénée Cros,09100,Pamiers,C+O,43.110833,1.613743
092252015H-17,17,Avenue Irénée Cros,09100,Pamiers,C+O,43.110710,1.613725
092252015H-19,19,Avenue Irénée Cros,09100,Pamiers,C+O,43.110739,1.613664
092252015H-20,20,Avenue Irénée Cros,09100,Pamiers,C+O,43.110902,1.613601
092252015H-20B,20BIS,Avenue Irénée Cros,09100,Pamiers,C+O,43.110881,1.613642
092252015H-20T,20TER,Avenue Irénée Cros,09100,Pamiers,C+O,43.110857,1.613675
092252015H-21,21,Avenue Irénée Cros,09100,Pamiers,C+O,43.110779,1.613580
092252015H-2,2,Avenue Irénée Cros,09100,Pamiers,C+O,43.110584,1.614259
092252015H-23,23,Avenue Irénée Cros,09100,Pamiers,C+O,43.110811,1.613513
092252015H-23B,23BIS,Avenue Irénée Cros,09100,Pamiers,C+O,43.110859,1.613409
092252015H-25,25,Avenue Irénée Cros,09100,Pamiers,C+O,43.110885,1.613353
092252015H-27,27,Avenue Irénée Cros,09100,Pamiers,C+O,43.111124,1.612858
092252015H-2B,2BIS,Avenue Irénée Cros,09100,Pamiers,C+O,43.110559,1.614313
092252015H-30,30,Avenue Irénée Cros,09100,Pamiers,C+O,43.111337,1.612704
092252015H-31,31,Avenue Irénée Cros,09100,Pamiers,C+O,43.111323,1.612446
092252015H-32,32,Avenue Irénée Cros,09100,Pamiers,C+O,43.111411,1.612552
092252015H-33,33,Avenue Irénée Cros,09100,Pamiers,C+O,43.111480,1.612153
092252015H-3,3,Avenue Irénée Cros,09100,Pamiers,C+O,43.110380,1.614415
092252015H-33B,33BIS,Avenue Irénée Cros,09100,Pamiers,C+O,43.111298,1.612239
092252015H-34,34,Avenue Irénée Cros,09100,Pamiers,C+O,43.111497,1.612374
092252015H-36,36,Avenue Irénée Cros,09100,Pamiers,C+O,43.111535,1.612296
092252015H-38,38,Avenue Irénée Cros,09100,Pamiers,C+O,43.111578,1.612205
092252015H-40,40,Avenue Irénée Cros,09100,Pamiers,C+O,43.111601,1.612131
092252015H-4,4,Avenue Irénée Cros,09100,Pamiers,C+O,43.110613,1.614197
092252015H-6,6,Avenue Irénée Cros,09100,Pamiers,C+O,43.110648,1.614126
092252015H-7,7,Avenue Irénée Cros,09100,Pamiers,C+O,43.110437,1.614296
092252015H-7B,7BIS,Avenue Irénée Cros,09100,Pamiers,C+O,43.110516,1.614127
092252015H-8,8,Avenue Irénée Cros,09100,Pamiers,C+O,43.110676,1.614068
092252015H-9,9,Avenue Irénée Cros,09100,Pamiers,C+O,43.110606,1.613940
092252022R-1,1,Rue des Iris,09100,Pamiers,C+O,43.104878,1.623037
092252022R-2,2,Rue des Iris,09100,Pamiers,C+O,43.104912,1.623262
092252022R-3,3,Rue des Iris,09100,Pamiers,C+O,43.104968,1.623540
092252022R-4,4,Rue des Iris,09100,Pamiers,C+O,43.105606,1.623533
092252025U-10,10,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105438,1.627101
092252025U-11,11,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105249,1.625984
092252025U-1,1,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105218,1.624938
092252025U-12,12,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105647,1.627436
092252025U-13,13,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105253,1.626127
092252025U-14,14,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105810,1.627795
092252025U-15,15,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105265,1.626382
092252025U-16,16,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105937,1.628222
092252025U-19,19,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105400,1.626893
092252025U-21,21,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105530,1.627089
092252025U-21A,21A,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105989,1.627363
092252025U-2,2,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105168,1.625754
092252025U-23,23,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.106184,1.627233
092252025U-23B,23BIS,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.106463,1.627153
092252025U-23T,23TER,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.106257,1.627275
092252025U-25,25,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105826,1.627604
092252025U-27,27,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105866,1.627727
092252025U-29,29,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105936,1.628003
092252025U-31,31,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.106014,1.628331
092252025U-3,3,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105214,1.625118
092252025U-4,4,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105217,1.626160
092252025U-4B,4BIS,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105293,1.626771
092252025U-6,6,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105290,1.626815
092252025U-7,7,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105233,1.625419
092252025U-8,8,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105310,1.626872
092252025U-9,9,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105782,1.625800
092252025U-9B,9BIS,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.105234,1.625676
092252025U-9T,9TER,Chemin Isabelle Sandy,09100,Pamiers,C+O,43.106010,1.625697
092252030Z-10,10,Rue des Jacobins,09100,Pamiers,C+O,43.114362,1.611479
092252030Z-10B,10BIS,Rue des Jacobins,09100,Pamiers,C+O,43.114737,1.611866
092252030Z-11,11,Rue des Jacobins,09100,Pamiers,C+O,43.114445,1.611452
092252030Z-1,1,Rue des Jacobins,09100,Pamiers,C+O,43.114129,1.611138
092252030Z-12,12,Rue des Jacobins,09100,Pamiers,C+O,43.114812,1.611913
092252030Z-13,13,Rue des Jacobins,09100,Pamiers,C+O,43.114486,1.611499
092252030Z-14,14,Rue des Jacobins,09100,Pamiers,C+O,43.114870,1.611937
092252030Z-15,15,Rue des Jacobins,09100,Pamiers,C+O,43.114528,1.611547
092252030Z-16,16,Rue des Jacobins,09100,Pamiers,C+O,43.114910,1.611952
092252030Z-17,17,Rue des Jacobins,09100,Pamiers,C+O,43.114587,1.611615
092252030Z-18,18,Rue des Jacobins,09100,Pamiers,C+O,43.114976,1.611978
092252030Z-19,19,Rue des Jacobins,09100,Pamiers,C+O,43.114610,1.611636
092252030Z-20,20,Rue des Jacobins,09100,Pamiers,C+O,43.115042,1.612003
092252030Z-21,21,Rue des Jacobins,09100,Pamiers,C+O,43.114684,1.611705
092252030Z-22,22,Rue des Jacobins,09100,Pamiers,C+O,43.115085,1.612020
092252030Z-2,2,Rue des Jacobins,09100,Pamiers,C+O,43.114058,1.611197
092252030Z-23,23,Rue des Jacobins,09100,Pamiers,C+O,43.114725,1.611744
092252030Z-24,24,Rue des Jacobins,09100,Pamiers,C+O,43.115149,1.612043
092252030Z-25,25,Rue des Jacobins,09100,Pamiers,C+O,43.114803,1.611793
092252030Z-26,26,Rue des Jacobins,09100,Pamiers,C+O,43.115181,1.612029
092252030Z-27,27,Rue des Jacobins,09100,Pamiers,C+O,43.114859,1.611829
092252030Z-28,28,Rue des Jacobins,09100,Pamiers,C+O,43.115230,1.612073
092252030Z-29,29,Rue des Jacobins,09100,Pamiers,C+O,43.114880,1.611839
092252030Z-30T,30TER,Rue des Jacobins,09100,Pamiers,C+O,43.115173,1.612217
092252030Z-31,31,Rue des Jacobins,09100,Pamiers,C+O,43.114932,1.611860
092252030Z-32,32,Rue des Jacobins,09100,Pamiers,C+O,43.115301,1.612099
092252030Z-33,33,Rue des Jacobins,09100,Pamiers,C+O,43.114964,1.611872
092252030Z-3,3,Rue des Jacobins,09100,Pamiers,C+O,43.114264,1.611269
092252030Z-35,35,Rue des Jacobins,09100,Pamiers,C+O,43.115000,1.611886
092252030Z-36,36,Rue des Jacobins,09100,Pamiers,C+O,43.115353,1.612119
092252030Z-37,37,Rue des Jacobins,09100,Pamiers,C+O,43.115022,1.611894
092252030Z-38,38,Rue des Jacobins,09100,Pamiers,C+O,43.115450,1.612154
