090430032U-4B,4BIS,Avenue Foncirgue,09600,La Bastide-sur-l'Hers,OSM,42.954773,1.908391
092252030Z-39,39,Rue des Jacobins,09100,Pamiers,C+O,43.115076,1.611915
092252030Z-41,41,Rue des Jacobins,09100,Pamiers,C+O,43.115208,1.611700
092252030Z-43,43,Rue des Jacobins,09100,Pamiers,C+O,43.115177,1.611954
092252030Z-4,4,Rue des Jacobins,09100,Pamiers,C+O,43.114202,1.611320
092252030Z-45,45,Rue des Jacobins,09100,Pamiers,C+O,43.115230,1.611974
092252030Z-47,47,Rue des Jacobins,09100,Pamiers,C+O,43.115287,1.611996
092252030Z-49,49,Rue des Jacobins,09100,Pamiers,C+O,43.115337,1.612014
092252030Z-51,51,Rue des Jacobins,09100,Pamiers,C+O,43.115381,1.612031
092252030Z-53,53,Rue des Jacobins,09100,Pamiers,C+O,43.115428,1.612049
092252030Z-5,5,Rue des Jacobins,09100,Pamiers,C+O,43.114327,1.611325
092252030Z-6,6,Rue des Jacobins,09100,Pamiers,C+O,43.114261,1.611376
092252030Z-8,8,Rue des Jacobins,09100,Pamiers,C+O,43.114314,1.611430
092252030Z-9,9,Rue des Jacobins,09100,Pamiers,C+O,43.114405,1.611407
092252035E-30B,30BIS,Impasse des Jacobins,09100,Pamiers,CAD,43.115120,1.612322
092252035E-30Q,30QUATER,Impasse des Jacobins,09100,Pamiers,CAD,43.115144,1.612274
092252035E-30T,30TER,Impasse des Jacobins,09100,Pamiers,CAD,43.115173,1.612217
092252040K-10,10,Rue Jacques Fages,09100,Pamiers,C+O,43.123637,1.615590
092252040K-11,11,Rue Jacques Fages,09100,Pamiers,C+O,43.123717,1.615509
092252040K-1,1,Rue Jacques Fages,09100,Pamiers,C+O,43.122635,1.615570
092252040K-12,12,Rue Jacques Fages,09100,Pamiers,C+O,43.123797,1.615581
092252040K-13,13,Rue Jacques Fages,09100,Pamiers,C+O,43.123930,1.615498
092252040K-14,14,Rue Jacques Fages,09100,Pamiers,C+O,43.123964,1.615571
092252040K-15,15,Rue Jacques Fages,09100,Pamiers,C+O,43.124108,1.615488
092252040K-16,16,Rue Jacques Fages,09100,Pamiers,C+O,43.124135,1.615561
092252040K-17,17,Rue Jacques Fages,09100,Pamiers,C+O,43.124272,1.615479
092252040K-18,18,Rue Jacques Fages,09100,Pamiers,C+O,43.124307,1.615552
092252040K-19,19,Rue Jacques Fages,09100,Pamiers,C+O,43.124423,1.615471
092252040K-20,20,Rue Jacques Fages,09100,Pamiers,C+O,43.124455,1.615544
092252040K-21,21,Rue Jacques Fages,09100,Pamiers,C+O,43.124590,1.615460
092252040K-22,22,Rue Jacques Fages,09100,Pamiers,C+O,43.124553,1.615538
092252040K-2,2,Rue Jacques Fages,09100,Pamiers,C+O,43.122627,1.615647
092252040K-23,23,Rue Jacques Fages,09100,Pamiers,C+O,43.124707,1.615453
092252040K-3,3,Rue Jacques Fages,09100,Pamiers,C+O,43.122806,1.615560
092252040K-4,4,Rue Jacques Fages,09100,Pamiers,C+O,43.122805,1.615636
092252040K-5,5,Rue Jacques Fages,09100,Pamiers,C+O,43.122996,1.615550
092252040K-6,6,Rue Jacques Fages,09100,Pamiers,C+O,43.123006,1.615625
092252040K-7,7,Rue Jacques Fages,09100,Pamiers,C+O,43.123191,1.615538
092252040K-8,8,Rue Jacques Fages,09100,Pamiers,C+O,43.123226,1.615613
092252040K-9,9,Rue Jacques Fages,09100,Pamiers,C+O,43.123362,1.615526
092252050W-13,13,Rue Jacques Fournie,09100,Pamiers,CAD,43.115956,1.612113
092252050W-2,2,Rue Jacques Fournie,09100,Pamiers,CAD,43.115701,1.612036
092252050W-4,4,Rue Jacques Fournie,09100,Pamiers,CAD,43.115766,1.612055
092252050W-6,6,Rue Jacques Fournie,09100,Pamiers,CAD,43.115828,1.612073
092252050W-7,7,Rue Jacques Fournie,09100,Pamiers,CAD,43.115888,1.612005
092252050W-8,8,Rue Jacques Fournie,09100,Pamiers,CAD,43.115908,1.612099
092252050W-9,9,Rue Jacques Fournie,09100,Pamiers,CAD,43.115914,1.612013
092252065M-1,1,Rue Jacques Ourgaud,09100,Pamiers,C+O,43.121183,1.616805
092252065M-1B,1BIS,Rue Jacques Ourgaud,09100,Pamiers,C+O,43.121191,1.617196
092252065M-2,2,Rue Jacques Ourgaud,09100,Pamiers,C+O,43.121150,1.616466
092252065M-3,3,Rue Jacques Ourgaud,09100,Pamiers,C+O,43.121139,1.616405
092252065M-5,5,Rue Jacques Ourgaud,09100,Pamiers,C+O,43.121243,1.615393
092252078B-6,6,Impasse des Jardiniers,09100,Pamiers,CAD,43.117754,1.616046
092252080D-10,10,Rue des Jardins,09100,Pamiers,C+O,43.112647,1.612861
092252080D-1,1,Rue des Jardins,09100,Pamiers,C+O,43.112272,1.613788
092252080D-12,12,Rue des Jardins,09100,Pamiers,C+O,43.112745,1.612696
092252080D-1B,1BIS,Rue des Jardins,09100,Pamiers,C+O,43.112333,1.613642
092252080D-2,2,Rue des Jardins,09100,Pamiers,C+O,43.112349,1.613479
092252080D-2B,2BIS,Rue des Jardins,09100,Pamiers,C+O,43.112485,1.613148
092252080D-3,3,Rue des Jardins,09100,Pamiers,C+O,43.112410,1.613459
092252080D-5,5,Rue des Jardins,09100,Pamiers,C+O,43.112445,1.613378
092252082F-1,1,Impasse des Jardins de Rigail,09100,Pamiers,C+O,43.114809,1.602153
092252082F-2,2,Impasse des Jardins de Rigail,09100,Pamiers,C+O,43.114834,1.602012
092252082F-3,3,Impasse des Jardins de Rigail,09100,Pamiers,C+O,43.114722,1.601860
092252082F-4,4,Impasse des Jardins de Rigail,09100,Pamiers,C+O,43.114760,1.601642
092252082F-6,6,Impasse des Jardins de Rigail,09100,Pamiers,C+O,43.114426,1.601496
092252082F-8,8,Impasse des Jardins de Rigail,09100,Pamiers,C+O,43.114327,1.601450
092252090P-11,11,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117834,1.615419
092252090P-1,1,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.115855,1.615403
092252090P-13,13,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.118564,1.615704
092252090P-14,14,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117872,1.615486
092252090P-15,15,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.118557,1.616013
092252090P-16,16,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117909,1.615492
092252090P-18,18,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117928,1.615496
092252090P-1T,1TER,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.116445,1.615471
092252090P-20,20,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.118124,1.615581
092252090P-2,2,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.115954,1.615491
092252090P-3,3,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.116762,1.615491
092252090P-4,4,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.116108,1.615517
092252090P-4B,4BIS,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.116245,1.615532
092252090P-4T,4TER,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.116436,1.615552
092252090P-5,5,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117238,1.615461
092252090P-6,6,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.116884,1.615558
092252090P-6A,6A,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.116761,1.615567
092252090P-6B,6B,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.116930,1.615554
092252090P-7,7,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117451,1.615447
092252090P-7B,7BIS,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117536,1.615441
092252090P-8,8,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117475,1.615512
092252090P-9,9,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117485,1.615457
092252090P-9B,9BIS,Rue Jean-Baptiste Arle,09100,Pamiers,C+O,43.117705,1.615429
092252100A-10,10,Rue Jean Durroux,09100,Pamiers,C+O,43.116957,1.610013
092252100A-11,11,Rue Jean Durroux,09100,Pamiers,C+O,43.117357,1.610129
092252100A-14,14,Rue Jean Durroux,09100,Pamiers,C+O,43.117203,1.610140
092252100A-16,16,Rue Jean Durroux,09100,Pamiers,C+O,43.117377,1.610235
092252100A-18,18,Rue Jean Durroux,09100,Pamiers,C+O,43.117462,1.610282
092252100A-20,20,Rue Jean Durroux,09100,Pamiers,C+O,43.117551,1.610330
092252100A-3,3,Rue Jean Durroux,09100,Pamiers,C+O,43.116874,1.609872
092252100A-4,4,Rue Jean Durroux,09100,Pamiers,C+O,43.116620,1.609837
092252100A-5,5,Rue Jean Durroux,09100,Pamiers,C+O,43.117175,1.610030
092252100A-7,7,Rue Jean Durroux,09100,Pamiers,C+O,43.117253,1.610072
092252100A-9,9,Rue Jean Durroux,09100,Pamiers,C+O,43.117312,1.610104
092252110L-10,10,Rue Jean Gauthier,09100,Pamiers,C+O,43.113129,1.614005
092252110L-11,11,Rue Jean Gauthier,09100,Pamiers,C+O,43.113236,1.613905
092252110L-1,1,Rue Jean Gauthier,09100,Pamiers,C+O,43.113383,1.612761
092252110L-12,12,Rue Jean Gauthier,09100,Pamiers,C+O,43.113088,1.614153
092252110L-12B,12BIS,Rue Jean Gauthier,09100,Pamiers,C+O,43.113055,1.614276
092252110L-12T,12TER,Rue Jean Gauthier,09100,Pamiers,C+O,43.113031,1.614359
092252110L-13,13,Rue Jean Gauthier,09100,Pamiers,C+O,43.113212,1.613993
092252110L-14,14,Rue Jean Gauthier,09100,Pamiers,C+O,43.113002,1.614463
092252110L-15,15,Rue Jean Gauthier,09100,Pamiers,C+O,43.113194,1.614056
092252110L-16,16,Rue Jean Gauthier,09100,Pamiers,C+O,43.112977,1.614629
092252110L-17,17,Rue Jean Gauthier,09100,Pamiers,C+O,43.113176,1.614119
092252110L-17B,17BIS,Rue Jean Gauthier,09100,Pamiers,C+O,43.113146,1.614230
092252110L-17T,17TER,Rue Jean Gauthier,09100,Pamiers,C+O,43.113118,1.614330
092252110L-18,18,Rue Jean Gauthier,09100,Pamiers,C+O,43.112933,1.614781
092252110L-19,19,Rue Jean Gauthier,09100,Pamiers,C+O,43.112877,1.615722
092252110L-1B,1BIS,Rue Jean Gauthier,09100,Pamiers,C+O,43.113436,1.613196
092252110L-20,20,Rue Jean Gauthier,09100,Pamiers,C+O,43.112928,1.615365
092252110L-20A,20A,Rue Jean Gauthier,09100,Pamiers,C+O,43.112990,1.615208
092252110L-2,2,Rue Jean Gauthier,09100,Pamiers,C+O,43.113348,1.613239
092252110L-24,24,Rue Jean Gauthier,09100,Pamiers,C+O,43.112815,1.615703
092252110L-3,3,Rue Jean Gauthier,09100,Pamiers,C+O,43.113416,1.613269
092252110L-4,4,Rue Jean Gauthier,09100,Pamiers,C+O,43.113303,1.613397
092252110L-5,5,Rue Jean Gauthier,09100,Pamiers,C+O,43.113390,1.613358
092252110L-5B,5BIS,Rue Jean Gauthier,09100,Pamiers,C+O,43.113319,1.613612
092252110L-6,6,Rue Jean Gauthier,09100,Pamiers,C+O,43.113290,1.613513
092252110L-6B,6BIS,Rue Jean Gauthier,09100,Pamiers,C+O,43.113244,1.613673
092252110L-7,7,Rue Jean Gauthier,09100,Pamiers,C+O,43.113288,1.613721
092252110L-8B,8BIS,Rue Jean Gauthier,09100,Pamiers,C+O,43.113213,1.613713
092252110L-8T,8TER,Rue Jean Gauthier,09100,Pamiers,C+O,43.113191,1.613790
092252110L-9,9,Rue Jean Gauthier,09100,Pamiers,C+O,43.113261,1.613815
092252120X-1,1,Rue Jean Mermoz,09100,Pamiers,C+O,43.123583,1.615234
092252120X-2,2,Rue Jean Mermoz,09100,Pamiers,C+O,43.123442,1.615958
092252125C-10,10,Rue Jean Rostand,09100,Pamiers,CAD,43.124158,1.623743
092252125C-11,11,Rue Jean Rostand,09100,Pamiers,CAD,43.124332,1.624521
092252125C-1,1,Rue Jean Rostand,09100,Pamiers,CAD,43.124256,1.622172
092252125C-12,12,Rue Jean Rostand,09100,Pamiers,CAD,43.124177,1.624068
092252125C-2,2,Rue Jean Rostand,09100,Pamiers,CAD,43.124153,1.621691
092252125C-3,3,Rue Jean Rostand,09100,Pamiers,CAD,43.124261,1.622780
092252125C-4,4,Rue Jean Rostand,09100,Pamiers,CAD,43.124163,1.622067
092252125C-5,5,Rue Jean Rostand,09100,Pamiers,CAD,43.124265,1.623094
092252125C-6,6,Rue Jean Rostand,09100,Pamiers,CAD,43.124170,1.622522
092252125C-7,7,Rue Jean Rostand,09100,Pamiers,CAD,43.124252,1.623318
092252125C-9,9,Rue Jean Rostand,09100,Pamiers,CAD,43.124270,1.623685
092252130H-10,10,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111312,1.623503
092252130H-11,11,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111173,1.623673
092252130H-1,1,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.112051,1.623232
092252130H-12,12,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110486,1.623898
092252130H-13,13,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110963,1.623776
092252130H-14,14,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110307,1.623940
092252130H-15,15,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110812,1.623899
092252130H-15B,15BIS,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110707,1.623911
092252130H-15Q,15QUATER,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110399,1.624005
092252130H-15T,15TER,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110498,1.623999
092252130H-16,16,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110086,1.623948
092252130H-16B,16BIS,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110037,1.623963
092252130H-17,17,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.110276,1.624009
092252130H-17B,17BIS,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.109996,1.624042
092252130H-18,18,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.109897,1.623887
092252130H-18A,18A,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.109930,1.623882
092252130H-19,19,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.109691,1.624011
092252130H-20,20,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.109777,1.623906
092252130H-2,2,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.112106,1.623186
092252130H-3,3,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111821,1.623267
092252130H-4,4,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111887,1.623217
092252130H-4B,4BIS,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111754,1.623240
092252130H-5,5,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111607,1.623357
092252130H-6,6,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111582,1.623323
092252130H-6B,6BIS,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111547,1.623307
092252130H-7,7,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111434,1.623476
092252130H-8,8,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111442,1.623391
092252130H-9,9,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111301,1.623589
092252130H-9B,9BIS,Rue Jeanne d'Arc,09100,Pamiers,C+O,43.111241,1.623624
092252150E-10,10,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122333,1.603657
092252150E-10A,10A,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122099,1.604925
092252150E-10B,10B,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122288,1.603907
092252150E-10Q,10Q,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122336,1.603749
092252150E-10T,10T,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122270,1.604113
092252150E-11,11,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121568,1.607209
092252150E-1,1,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121892,1.606093
092252150E-11B,11BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121543,1.607292
092252150E-12,12,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122041,1.605234
092252150E-13,13,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121472,1.607547
092252150E-13B,13BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121449,1.607627
092252150E-14,14,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122018,1.605349
092252150E-15,15,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121424,1.607716
092252150E-16,16,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121991,1.605476
092252150E-17,17,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121373,1.607884
092252150E-17B,17BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121144,1.608675
092252150E-17T,17TER,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121161,1.608617
092252150E-18,18,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121968,1.605581
092252150E-18B,18BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121829,1.606083
092252150E-18T,18TER,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121778,1.606319
092252150E-19,19,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120874,1.609596
092252150E-19A,19A,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121200,1.608484
092252150E-19B,19B,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120889,1.609532
092252150E-1B,1BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121940,1.605932
092252150E-1Q,1QUATER,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122642,1.606741
092252150E-1T,1TER,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121978,1.605770
092252150E-20,20,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121710,1.606486
092252150E-21,21,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120814,1.609797
092252150E-22,22,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121542,1.607062
092252150E-2,2,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122499,1.602745
092252150E-22B,22BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121038,1.606675
092252150E-22T,22TER,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121475,1.607295
092252150E-23,23,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120790,1.609879
092252150E-23A,23A,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120775,1.609930
092252150E-23B,23B,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120779,1.609904
092252150E-24,24,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121434,1.607436
092252150E-24B,24BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121222,1.608174
092252150E-24Q,24QUATER,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121427,1.607511
092252150E-24T,24TER,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121239,1.608115
092252150E-25,25,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121544,1.610635
092252150E-25A,25A,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121512,1.610639
092252150E-26,26,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121203,1.608315
092252150E-26B,26BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121199,1.608256
092252150E-28,28,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121143,1.608451
092252150E-30,30,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121120,1.608527
092252150E-32,32,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121101,1.608592
092252150E-3,3,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121811,1.606379
092252150E-34,34,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121080,1.608662
092252150E-36,36,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121054,1.608751
092252150E-38,38,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121024,1.608849
092252150E-38B,38BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120920,1.609198
092252150E-40,40,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120617,1.610213
092252150E-42,42,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120562,1.610344
092252150E-4,4,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122485,1.602926
092252150E-46,46,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120417,1.610670
092252150E-50,50,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120373,1.610771
092252150E-52,52,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120337,1.610853
092252150E-55,55,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.120399,1.610823
092252150E-5,5,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121760,1.606555
092252150E-6,6,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122459,1.603077
092252150E-6B,6BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122414,1.603217
092252150E-7,7,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121727,1.606673
092252150E-8,8,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122380,1.603401
092252150E-8B,8BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122373,1.603536
092252150E-8T,8TER,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.122374,1.603512
092252150E-9,9,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121684,1.606788
092252150E-9B,9BIS,Avenue du Jeu du Mail,09100,Pamiers,C+O,43.121638,1.606966
092252160R-10,10,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.121691,1.602274
092252160R-11,11,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120699,1.601839
092252160R-11B,11BIS,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120822,1.602972
092252160R-1,1,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.122400,1.602634
092252160R-12,12,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.121045,1.601897
092252160R-13,13,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120607,1.601856
092252160R-14,14,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120971,1.601844
092252160R-15,15,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120603,1.602592
092252160R-17,17,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120411,1.601851
092252160R-18,18,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120804,1.601776
092252160R-19,19,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.119909,1.601860
092252160R-20,20,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120723,1.601768
092252160R-2,2,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.122478,1.602505
092252160R-3,3,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.121818,1.602431
092252160R-4,4,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.122323,1.602471
092252160R-5,5,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.121502,1.602303
092252160R-6,6,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.122093,1.602423
092252160R-7,7,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.121074,1.602052
092252160R-9,9,Chemin du Jeu du Mail,09100,Pamiers,C+O,43.120798,1.601869
092252165W-1,1,Impasse des Jonquilles,09100,Pamiers,C+O,43.111041,1.618070
092252165W-2,2,Impasse des Jonquilles,09100,Pamiers,C+O,43.110985,1.618085
092252165W-3,3,Impasse des Jonquilles,09100,Pamiers,C+O,43.111119,1.618060
092252170B-10,10,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112698,1.609392
092252170B-1,1,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112439,1.609716
092252170B-12,12,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112697,1.609512
092252170B-16,16,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112695,1.609649
092252170B-18,18,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112694,1.609722
092252170B-20,20,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112801,1.609843
092252170B-22,22,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112699,1.609875
092252170B-2,2,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112701,1.609140
092252170B-24,24,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112699,1.609985
092252170B-26,26,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112697,1.610056
092252170B-3,3,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112444,1.609771
092252170B-4,4,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112701,1.609199
092252170B-5,5,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112452,1.609849
092252170B-6,6,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112701,1.609259
092252170B-8,8,Cours Joseph Rambaud,09100,Pamiers,C+O,43.112700,1.609320
092252180M-2,2,Rue Jules Amouroux,09100,Pamiers,C+O,43.114245,1.611746
092252180M-4,4,Rue Jules Amouroux,09100,Pamiers,C+O,43.114215,1.611788
092252180M-5,5,Rue Jules Amouroux,09100,Pamiers,C+O,43.114068,1.612097
092252180M-6,6,Rue Jules Amouroux,09100,Pamiers,C+O,43.114153,1.611871
092252180M-7,7,Rue Jules Amouroux,09100,Pamiers,C+O,43.114030,1.612125
092252180M-7B,7BIS,Rue Jules Amouroux,09100,Pamiers,C+O,43.113999,1.612156
092252180M-8,8,Rue Jules Amouroux,09100,Pamiers,C+O,43.114030,1.612029
092252220F-4,4,Chemin de Laffitte,09100,Pamiers,CAD,43.117761,1.607732
092252220F-6,6,Chemin de Laffitte,09100,Pamiers,CAD,43.117857,1.607335
092252220F-8,8,Chemin de Laffitte,09100,Pamiers,CAD,43.117779,1.607328
092252221G-13,13,Impasse Laffitte,09100,Pamiers,CAD,43.118415,1.603378
092252221G-13B,13BIS,Impasse Laffitte,09100,Pamiers,CAD,43.118554,1.603148
092252221G-13T,13TER,Impasse Laffitte,09100,Pamiers,CAD,43.118675,1.603038
092252221G-7,7,Impasse Laffitte,09100,Pamiers,CAD,43.118645,1.604420
092252221G-9,9,Impasse Laffitte,09100,Pamiers,CAD,43.118635,1.604028
092252252R-5,5,Rue de Lagasse,09100,Pamiers,CAD,43.112464,1.610975
092252252R-7,7,Rue de Lagasse,09100,Pamiers,CAD,43.112475,1.611050
092252254T-1,1,Rue de Lahondes,09100,Pamiers,C+O,43.111691,1.618804
092252254T-2,2,Rue de Lahondes,09100,Pamiers,C+O,43.111835,1.618277
092252254T-3,3,Rue de Lahondes,09100,Pamiers,C+O,43.111731,1.618545
092252254T-5,5,Rue de Lahondes,09100,Pamiers,C+O,43.111769,1.618298
092252254T-7,7,Rue de Lahondes,09100,Pamiers,C+O,43.111794,1.618235
092252254T-900,900,Rue de Lahondes,09100,Pamiers,C+O,43.111781,1.618616
092252255U-11,11,Chemin La Cole,09100,Pamiers,CAD,43.131388,1.624427
